ability_id,dname,behavior,desc
5249,life_stealer_rage,"['No Target', 'Instant Cast']","Launch into a maddened rage, becoming Spell Immune, 100% resistant to magic damage, and gaining increased attack speed.

DISPEL TYPE: Basic Dispel"
5250,life_stealer_feast,['Passive'],Lifestealer's attacks damage enemies and heal himself for a percentage of his target's max health.
5251,life_stealer_open_wounds,['Unit Target'],"Lifestealer rends an enemy unit, slowing the victim's movement speed and allowing all allies to regain health for a percentage of the damage they deal to that unit. All damage dealt will steal life, including damage from spells. The victim recovers movement speed over the duration."
5252,life_stealer_infest,['Unit Target'],"Lifestealer infests the body of a target unit, becoming undetectable inside. He can then explode from the host body, dealing damage to nearby enemies. If the infested unit is an enemy creep or a neutral creep, he can take control of the unit's ability to move and attack, and when consumed the creep will heal Lifestealer's health equal to the creep's current health.  Does not work on enemy heroes.

DISPEL TYPE: Basic Dispel"
5671,life_stealer_assimilate,"['Unit Target', 'Hidden']","Lifestealer swallows an allied hero, allowing them to hide within him. Any healing Lifestealer receives is shared with the hero within. When an assimilated hero leaves Lifestealer, they erupt outward, damaging nearby enemies.

DISPEL TYPE: Strong Dispel"
5675,life_stealer_assimilate_eject,"['No Target', 'Hidden', 'Instant Cast', None]","Ejects an Assimilated hero, damaging nearby enemies."
5253,life_stealer_consume,"['Hidden', 'No Target', None, 'Instant Cast']","Lifestealer eats the host body from the inside out, exploding from within."
5655,life_stealer_control,"['Hidden', 'No Target', None, 'Instant Cast', None]","Lifestealer seizes control of the host body's nervous system, allowing him to issue movement and attack orders from within.  Controlled units share Lifestealer's movement speed.  Cannot be used on heroes."
5657,life_stealer_empty_1,"['Hidden', 'Passive', None]",
5658,life_stealer_empty_2,"['Hidden', 'Passive', None]",
5659,life_stealer_empty_3,"['Hidden', 'Passive', None]",
5660,life_stealer_empty_4,"['Hidden', 'Passive', None]",
5255,dark_seer_vacuum,"['Point Target', 'AOE']","Dark Seer creates a vacuum over the target area that sucks in enemy units, disrupting them and dealing damage."
5256,dark_seer_ion_shell,['Unit Target'],Surrounds the target unit with a bristling shield that damages enemy units in an area around it.
5257,dark_seer_surge,['Unit Target'],"Charges a target friendly unit with power, giving it a brief burst of movement speed and removes unit collisions. Allows the unit to surpass the movement speed limit and cannot be slowed."
5258,dark_seer_wall_of_replica,['Point Target'],"Raises a wall of warping light that slows and creates replicas of any enemy hero who crosses it. Enemy replicas serve at the Dark Seer's will. Replicas last until they are destroyed, or until the wall's duration ends.

Upgradable by Aghanim's Scepter."
5259,clinkz_strafe,"['No Target', 'Instant Cast', None]",Clinkz nimbly attacks with a barrage of arrows. Dramatically increases attack speed for a short time and grants Clinkz the ability to automatically dodge projectiles.
5260,clinkz_searing_arrows,"['Unit Target', 'Autocast', 'Attack Modifier']",Imbues Clinkz's arrows with fire for extra damage.
5261,clinkz_wind_walk,"['No Target', 'Instant Cast', None]",Clinkz moves invisibly through units until the moment he attacks or uses an ability.
7319,clinkz_burning_army,['Point Target'],Clinkz summons an army of fiery ranged skeleton archers. Archers are immobile and die with 2 attacks from a hero. Skeletons use your current Searing Arrows ability and attack only heroes. Base damage is equal to your hero's base damage. Attack range is equal to your hero's attack range. 
5262,clinkz_death_pact,['Unit Target'],"Clinkz consumes the target friendly or enemy creep, gaining a percent of its hitpoints as max health and damage."
5263,omniknight_purification,"['Unit Target', 'AOE']",Instantly heals a friendly unit and damages all nearby enemy units.
5264,omniknight_repel,['Unit Target'],"Creates a divine barrier around an ally which grants them increased Status Resistance, Strength and Health Regeneration.

DISPEL TYPE: Strong Dispel"
7323,omniknight_pacify,"['Point Target', 'AOE']",Causes affected enemies to deal less spell damage for a duration.
5265,omniknight_degen_aura,"['Passive', None]",Greatly degenerates the movement and attack capabilities of enemy units that stray too near.
5266,omniknight_guardian_angel,['No Target'],"Omniknight summons a Guardian Angel that grants immunity from physical damage.

Upgradable by Aghanim's Scepter"
5267,enchantress_untouchable,['Passive'],"Enchantress beguiles her enemies, slowing their attacks when she is attacked."
5268,enchantress_enchant,['Unit Target'],"Enchantress charms an enemy. If the enemy is a hero, they are slowed. If the enemy is a creep, she brings it under her control. If cast on a creep already under her control, she refreshes its enchant duration.

DISPEL TYPE: Basic Dispel"
5269,enchantress_natures_attendants,['No Target'],A cloud of wisps heals Enchantress and any friendly units nearby. Lasts 11 seconds.
5270,enchantress_impetus,"['Unit Target', 'Autocast', 'Attack Modifier']","Places an enchantment on each attack while activated, causing it to deal additional damage based on how far away the target is.  The farther the target, the greater the damage dealt.

Upgradable by Aghanim's Scepter."
5271,huskar_inner_vitality,['Unit Target'],"Unlocks the regenerative power of a friendly unit, with healing based upon its primary attribute. If the target is below 35%, it will heal faster.  Lasts 16 seconds."
7300,huskar_inner_fire,['No Target'],"In a fiery rage, knocks all nearby enemies away from you to a fixed distance, dealing damage and disarming them."
5272,huskar_burning_spear,"['Unit Target', 'Autocast', 'Attack Modifier']","Huskar sets his spears aflame, dealing damage over time with his regular attack.  Multiple attacks will stack additional damage.  Each attack drains some of Huskar's health.  Lasts 8 seconds."
5273,huskar_berserkers_blood,['Passive'],"Huskar's injuries feed his power, giving increased attack speed and health regen based on missing health. Health regen is a percentage of your strength."
5274,huskar_life_break,['Unit Target'],"Huskar draws upon his health to break an enemy's life, leaping at a target within attack range to shatter a percentage of that hero's current health, and slowing them.  While leaping, Huskar is Spell Immune.

DISPEL TYPE: Basic Dispel

Upgradable by Aghanim's Scepter."
5275,night_stalker_void,['Unit Target'],"Creates a damaging void that slows an enemy unit and deals damage.  Void also mini-stuns, interrupting channeling abilities. The slowing effect lasts longer at night. Deals half damage during day."
5276,night_stalker_crippling_fear,['No Target'],"Night Stalker horrifies all nearby enemies, causing them to become silenced while near him.  The effect lasts longer at night."
5277,night_stalker_hunter_in_the_night,['Passive'],"Night Stalker is in his element at night, attacking and moving with great swiftness."
5278,night_stalker_darkness,['No Target'],"Night Stalker smothers the sun and summons instant darkness, so that he might use his powers at their fullest. Nightstalker gains flight and bonus damage during this time. Has unobstructed vision."
5279,broodmother_spawn_spiderlings,['Unit Target'],"Broodmother injects her young into an enemy unit, dealing damage. The spiderlings will hatch if the target is killed while under this influence."
5284,broodmother_poison_sting,['Passive'],Poisons and slows enemies with each attack.
5283,broodmother_spawn_spiderite,['Passive'],"Applies debuff on attack. If debuffed unit dies, a spiderite will spawn."
5280,broodmother_spin_web,"['Point Target', 'AOE']","Spins a large web that grants Broodmother a passive movement speed increase, gives free movement, and boosts regeneration while in its vicinity. Spin Web charges restore every 45 seconds. Spin Web can be cast from anywhere as long as the new web touches an existing web. Webs never expire, and can be manually destroyed. When the maximum limit of webs is exceeded, the oldest web disappears."
5281,broodmother_incapacitating_bite,['Passive'],"Broodmother's venom cripples enemy units, causing her attacks to slow and giving the affected unit a chance to miss its attacks."
5282,broodmother_insatiable_hunger,['No Target'],A violent lust for vital fluids increases Broodmother's attack damage and gives her a vampiric attack.
5285,bounty_hunter_shuriken_toss,['Unit Target'],"Hurls a deadly shuriken at an enemy unit, dealing damage and mini-stunning the target.  The shuriken will bounce between any Tracked units who are within a 1200 radius of each other.

Upgradable by Aghanim's Scepter."
5286,bounty_hunter_jinada,['Passive'],"Bounty Hunter plans his next hit, dealing bonus damage and stealing some unreliable gold."
5287,bounty_hunter_wind_walk,"['No Target', 'Instant Cast', None]","Bounty Hunter becomes invisible and gains the ability to move through other units until he attacks or uses an ability.  If he breaks the invisibility with an attack, that attack will slow the target's movement speed."
5288,bounty_hunter_track,['Unit Target'],"Tracks an enemy hero, granting True Sight of the target, and information on how much gold it is carrying. You move fast when near the tracked unit and deal critical strikes when attacking it. If the target dies, Bounty Hunter and nearby heroes collect a bonus bounty of gold. Casting Track does not take you out of invisibility."
5289,weaver_the_swarm,['Point Target'],"Weaver launches a swarm of 12 young Weavers that latch on any enemy unit in their path, attacking and reducing armor until it is killed."
5290,weaver_shukuchi,"['No Target', 'Instant Cast', None]","Weaver shifts out of visibility, gaining the ability to move at maximum speed through physical units--doing harm to any enemies it passes through."
5291,weaver_geminate_attack,['Passive'],Allows Weaver to dispatch two attacks at once.
5292,weaver_time_lapse,['No Target'],"Weaver warps backward to whatever position it was in five seconds earlier--regaining the HP and mana from that time. No effect on cooldown, gold or experience.

Upgradable by Aghanim's Scepter.

DISPEL TYPE: Strong Dispel"
5297,jakiro_dual_breath,"['Point Target', 'Unit Target']","An icy blast followed by a wave of fire launches out in a path in front of Jakiro. The ice slows enemies, while the fire delivers damage over time."
5298,jakiro_ice_path,['Point Target'],Creates a path of ice that stuns and damages enemies that touch it.
5299,jakiro_liquid_fire,"['Unit Target', 'Autocast', 'Attack Modifier']","Jakiro burns his enemies in an area of effect with fire added to his attack, while slowing their attacks."
5300,jakiro_macropyre,['Point Target'],"Jakiro exhales a wide line of lasting flames, which deals damage per second to any enemy units caught in the fire.

Upgradable by Aghanim's Scepter."
5320,batrider_sticky_napalm,"['AOE', 'Point Target']","Drenches an area in sticky oil, amplifying damage from Batrider's attacks and abilities and slowing the movement speed and turn rate of enemies in the area.  Additional casts of Sticky Napalm continue to increase damage, up to 10 stacks.  The extra damage is halved against creeps."
5321,batrider_flamebreak,"['AOE', 'Point Target']","Hurls an explosive cocktail that explodes when it reaches the target location, knocking back, and dealing damage over time to enemies in the area."
5322,batrider_firefly,"['No Target', 'Instant Cast']","Batrider takes to the skies, laying down a trail of flames from the air.  The fire damages any enemies it touches, and destroys trees below Batrider. While flying, Batrider gains unobstructed movement and vision."
5323,batrider_flaming_lasso,['Unit Target'],"Lassoes an enemy and drags them in Batrider's wake.  Victims cannot be dragged over impassable terrain. Dragged units cannot move, attack, or use abilities.  Teleporting or blinking will break the lasso.

Upgradable by Aghanim's Scepter."
5328,chen_penitence,['Unit Target'],Forces an enemy unit to move slower and for allies to attack it more quickly.
5329,chen_test_of_faith,['Unit Target'],Deals random damage to test an enemy unit's faith. Heals a random amount to allied units. Always applies the maximum effect when cast on yourself.
7306,chen_divine_favor,['Unit Target'],"Provides increased health regeneration, amplifies all health restore by a percentage, and boosts damage. Provides triple bonus damage for non-hero targets."
5522,chen_test_of_faith_teleport,['Unit Target'],"Teleports an allied unit back to the base.  Creeps are teleported instantly, while Heroes have a delay before teleporting. If cast on Chen, all units controlled by Chen through Holy Persuasion will be teleported to him after a delay."
5330,chen_holy_persuasion,['Unit Target'],"Chen takes control of an enemy or neutral creep. If the persuaded creep's base health is naturally below the health minimum, its base health will be raised to the health minimum.

Can be cast on allies to teleport them to Chen. If cast on Chen, all units controlled by Chen will be teleported to him. Taking damage will dispel the buff.  

Upgradable by Aghanim's Scepter."
5331,chen_hand_of_god,['No Target'],Heals all allied heroes on the map as well as all units under Chen's control.
5334,spectre_spectral_dagger,"['Point Target', 'Unit Target']","Spectre flings a dagger to draw a Shadow Path, dealing damage and slowing the movement speed of any enemies along the trail. Units hit by the dagger also trail a Shadow Path. While treading the path, Spectre phases through otherwise impassable terrain."
5335,spectre_desolate,['Passive'],Deals bonus damage whenever Spectre attacks an enemy who is alone. Reduces the enemy vision for 5 seconds.
5336,spectre_dispersion,['Passive'],"Damage done to Spectre is reflected on her enemies, leaving her unharmed. The effect lessens with distance."
5337,spectre_haunt,['No Target'],"Creates a spectral nemesis to attack each enemy hero after a short delay. At any moment during the duration, Spectre can use Reality to exchange places of a given haunt.

Haunt illusions are uncontrollable, take extra damage, and deal less damage than Spectre herself.  They move at 400 base movement speed and ignore terrain."
5338,spectre_reality,"[None, 'Point Target']",Spectre exchanges places with a chosen Haunt.
5339,doom_bringer_devour,"['Unit Target', 'Autocast']","Consumes an enemy or neutral creep, acquiring any special abilities that it possessed."
5340,doom_bringer_scorched_earth,['No Target'],"Carpets the nearby earth in flames which damage enemies, while also granting him increased movement speed."
5341,doom_bringer_infernal_blade,"['Unit Target', 'Autocast', 'Attack Modifier']","Doom swings his burning sword, igniting the enemy. Stuns for 0.6 seconds and applies a 4 second burn that deals 25 + 1.25,2.5,3.75,5% of the target's Max HP as damage per second."
5342,doom_bringer_doom,['Unit Target'],"Inflicts a curse that prevents an enemy Hero from casting spells or using items, while taking damage over time.

Upgradable by Aghanim's Scepter.

DISPEL TYPE: Basic Dispel"
5343,doom_bringer_empty1,"['Passive', None]",This slot will be replaced with abilities acquired using Devour.
5344,doom_bringer_empty2,"['Passive', None]",This slot will be replaced with abilities acquired using Devour.
5345,ancient_apparition_cold_feet,['Unit Target'],"Places a frozen hex on an enemy unit that deals damage over time, but can be dispelled by moving away from the initial cast point.  If the enemy unit doesn't move outside of the given range, it will be stunned and frozen in place after 4 seconds."
5346,ancient_apparition_ice_vortex,"['AOE', 'Point Target']",Creates a vortex of icy energy that slows movement speed and increases magic damage done in its range.
5347,ancient_apparition_chilling_touch,"['Unit Target', 'Autocast', 'Attack Modifier']",Enhances your attacks with heavy magic damage and slow. Grants increased range for this attack.
5348,ancient_apparition_ice_blast,"['Point Target', 'AOE']","Launches a tracer toward any location on the battlefield, which must be triggered again to mark the area to be blasted by a damaging explosion of hail. The further the tracer travels, the larger the explosion will be. Enemies caught in the explosion, or who touch the icy ball of hail as it travels, are Frostbitten, taking damage and prevented from regenerating or healing. If a Frostbitten unit's health drops below a certain percentage, they will instantly shatter.

Upgradable by Aghanim's Scepter."
5349,ancient_apparition_ice_blast_release,"['Hidden', 'No Target']",Releases the ice blast to explode at the tracer's current location.
5353,spirit_breaker_charge_of_darkness,"['Unit Target', None]","Spirit Breaker fixes his sight on an enemy unit and starts charging through all objects.  All enemy units passed through and the targeted unit will be hit by a Greater Bash.  If the targeted unit dies, Spirit Breaker will change his target to the nearest enemy unit to that location."
7301,spirit_breaker_bulldoze,"['No Target', 'Instant Cast']",Spirit Breaker gains movement speed and status resistance to ram through enemies. Can be used while charging.
5354,spirit_breaker_empowering_haste,"['No Target', 'Instant Cast', None]",Causes Spirit Breaker to gain power with higher movement speed. His presence increases the movement speed of nearby allied units. Can be cast to improve the movement speed bonus for 6 seconds.
5355,spirit_breaker_greater_bash,['Passive'],"Gives a chance to stun and knockback an enemy unit on an attack, as well as gaining bonus movement speed after a bash occurs. Deals a percentage of movement speed as damage."
5356,spirit_breaker_nether_strike,['Unit Target'],"Spirit Breaker slips into the nether realm, reappearing next to his hapless victim. Upon reappearing, a Greater Bash of the current level occurs and deals bonus damage. Knocks back for double the normal distance. 

Upgradable by Aghanim's Scepter."
5357,ursa_earthshock,['No Target'],"Ursa slams the earth, causing a powerful shock to damage and slow all enemy units in a nearby area for 4 seconds."
5358,ursa_overpower,['No Target'],"Using his skill in combat, Ursa gains increased attack speed for a number of subsequent attacks."
5359,ursa_fury_swipes,['Passive'],"Ursa's claws dig deeper wounds in the enemy, causing consecutive attacks to the same enemy to deal more damage.  If the same target is not attacked after 8,12,16,20 seconds, the bonus damage is lost."
5360,ursa_enrage,"['No Target', 'Instant Cast']","Ursa goes into a frenzy, multiplying his Fury Swipes damage and causing him to take 80% less damage. Removes any existing debuffs.

Upgradable by Aghanim's Scepter.

DISPEL TYPE: Strong Dispel"
5361,gyrocopter_rocket_barrage,"['No Target', 'Instant Cast']",Launches a salvo of rockets at nearby enemy units in a radius around the Gyrocopter.  Lasts 3 seconds.
5362,gyrocopter_homing_missile,['Unit Target'],"Fires a homing missile to seek the targeted enemy unit. The missile gains speed over time, dealing damage and stunning when it impacts the target. Enemy units can destroy the missile before it reaches its target."
5363,gyrocopter_flak_cannon,"['No Target', 'Instant Cast']",Gyrocopter's attacks hit all enemy units in an area around it for a limited number of attacks.  Only the main target of attacks will receive attack bonuses such as Critical Strike.  Lasts 15 seconds or until the attacks are used.
5364,gyrocopter_call_down,"['Point Target', 'AOE']","Call down an aerial missile strike on enemy units in a target area.  Two missiles arrive in succession, the first dealing major damage and minor slow for 2 seconds; the second dealing minor damage and major slow for 4 seconds.

Upgradable by Aghanim's Scepter."
5365,alchemist_acid_spray,"['Point Target', 'AOE']",Sprays high-pressure acid across a target area. Enemy units who step across the contaminated terrain take damage per second and have their armor reduced.
5366,alchemist_unstable_concoction,"['No Target', 'Instant Cast']","Alchemist brews up an unstable concoction that he can throw at an enemy hero, to stun and deal damage in an area around the explosion. The longer the concoction brews, the more damage it deals and the longer the stun. After 5 seconds, the brew reaches its maximum damage and stun time. However, after 5.5 seconds, the concoction will explode on Alchemist himself if not thrown."
5367,alchemist_unstable_concoction_throw,"['Unit Target', 'AOE', 'Hidden']",Throw it before it blows up!
5368,alchemist_goblins_greed,['Passive'],"Alchemist synthesizes additional gold from his enemies and bounty runes. With each kill, Alchemist earns base bonus gold and extra bonus gold. If Alchemist kills another unit which yields gold within the next 40 seconds, an additional instance of Extra Bonus Gold is added to the total. Additionally, causes bounty runes to yield more gold."
5369,alchemist_chemical_rage,['No Target'],"Alchemist causes his Ogre to enter a chemically induced rage, reducing base attack cooldown and increasing movement speed and regeneration.

DISPEL TYPE: Basic Dispel"
5370,invoker_quas,"['No Target', 'Instant Cast']","Allows manipulation of ice elements. Each Quas instance provides increased health regeneration.
"
5371,invoker_wex,"['No Target', 'Instant Cast']",Allows manipulation of storm elements. Each Wex instance provides increased attack speed and movement speed.
5372,invoker_exort,"['No Target', 'Instant Cast']",Allows manipulation of fire elements. Each Exort instance provides increased attack damage.
5373,invoker_empty1,"['Passive', None]","Casting Invoke will replace this slot with one of ten unique spells based on Invoker's currently active Quas, Wex, and Exort buffs."
5374,invoker_empty2,"['Passive', None]","Casting Invoke will replace this slot with one of ten unique spells based on Invoker's currently active Quas, Wex, and Exort buffs."
5375,invoker_invoke,"['No Target', 'Instant Cast', None]","Combines the properties of the elements currently being manipulated to create a new spell for Invoker to use.  Click the help button to see the list of possible spells.

Upgradable by Aghanim's Scepter."
5690,invoker_attribute_bonus,['Passive'],Improves all attributes per point spent
5376,invoker_cold_snap,"['Unit Target', 'Hidden', None, None]","Invoker draws the heat from an enemy, chilling them to their very core for a duration based on the level of Quas. The enemy will take damage and be briefly frozen. Further damage taken in this state will freeze the enemy again, dealing bonus damage. The enemy can only be frozen so often, but the freeze cooldown decreases based on the level of Quas."
5381,invoker_ghost_walk,"['No Target', 'Instant Cast', 'Hidden', None, None, None]","Invoker manipulates the ice and electrical energies around him, rendering his body invisible. The elemental imbalance created as a consequence slows nearby enemies based on the level of Quas, and slows Invoker as well based on the level of Wex."
5382,invoker_tornado,"['Point Target', 'Hidden', None, None]","Unleashes a fast moving tornado that picks up enemy units in its path, suspending them helplessly in the air shortly before allowing them to plummet to their doom. Travels further based on the level of Wex. Holds enemies in the air for a duration based on the level of Quas. Deals base damage plus added damage based on levels in Wex.

DISPEL TYPE: Basic Dispel"
5383,invoker_emp,"['Point Target', 'Hidden', None, 'AOE', None]","Invoker builds up a charge of electromagnetic energy at a targeted location which automatically detonates after 2.9 seconds. The detonation covers an area, draining mana based on the level of Wex. Deals damage for each point of mana drained.  If EMP drains mana from an enemy hero, Invoker gains 50% of the mana drained."
5384,invoker_alacrity,"['Unit Target', 'Hidden', None, None]","Invoker infuses an ally with an immense surge of energy, increasing their attack speed based on the level of Wex and their damage based on the level of Exort."
5385,invoker_chaos_meteor,"['Point Target', 'Hidden', None, None]","Invoker pulls a flaming meteor from space onto the targeted location. Upon landing, the meteor rolls forward, constantly dealing damage based on the level of Exort, and rolling further based on the level of Wex. Units hit by the meteor will also be set on fire for a short time, receiving additional damage based on the level of Exort."
5386,invoker_sun_strike,"['Point Target', 'Hidden', None, 'AOE', None]","Sends a catastrophic ray of fierce energy from the sun at any targeted location, incinerating all enemies standing beneath it once it reaches the earth. Deals damage based on the level of Exort, however this damage is spread evenly over all enemies hit."
5387,invoker_forge_spirit,"['No Target', 'Hidden', None, None]","Invoker forges a spirit embodying the strength of fire and fortitude of ice. Damage, mana, and armor are based on the level of Exort while attack range, health, and duration are based on the level of Quas. The elemental's scorching attack is capable of melting the armor of enemy heroes."
5388,forged_spirit_melting_strike,"['Passive', None]",Melts away the armor of heroes hit by the spirit's attack if the spirit has enough mana. Each successive hit increases the amount of armor melted.
5389,invoker_ice_wall,"['No Target', 'Hidden', None, None]",Generates a wall of solid ice directly in front of Invoker for a duration based on the level of Quas. The bitter cold emanating from it greatly slows nearby enemies based on the level of Quas and deals damage each second based on the level of Exort.
5390,invoker_deafening_blast,"['Point Target', 'Hidden', None, None]","Invoker unleashes a mighty sonic wave in front of him, dealing damage to any enemy unit it collides with based on the level of Exort. The sheer impact from the blast is enough to knock those enemy units back for a duration based on the level of Quas, then disarm their attacks for a duration based on the level of Wex."
5377,silencer_curse_of_the_silent,"['Point Target', 'AOE']","Curses the target area, causing enemy heroes to take damage and slowing their movement speed. Anytime affected enemies cast a spell, the duration is increased."
5378,silencer_glaives_of_wisdom,"['Unit Target', 'Autocast', 'Attack Modifier']","Silencer enchants his glaives with his wisdom, dealing additional damage based on his Intelligence.

Upgradable by Aghanim's Scepter."
5379,silencer_last_word,['Unit Target'],"Enchants a target, causing them to be damaged and silenced if they cast a spell or if the enchantment timer expires."
5380,silencer_global_silence,['No Target'],"Silencer stops all sound, preventing enemy heroes and units on the map from casting spells."
5391,obsidian_destroyer_arcane_orb,"['Unit Target', 'Autocast', 'Attack Modifier']","Adds extra pure damage to Outworld Devourer's attacks, based on his remaining mana pool. Steals intelligence for 80 seconds per hit when attacking an enemy hero. Arcane Orb damage splashes in a small area."
5392,obsidian_destroyer_astral_imprisonment,['Unit Target'],"Places a target unit into an astral prison. The hidden unit is invulnerable and disabled. When the astral prison implodes, it deals damage to the target and nearby enemies with 400 range.

Upgradable by Aghanim's Scepter."
5393,obsidian_destroyer_essence_aura,"['Passive', None]","Whenever nearby allied Heroes or Outworld Devourer itself casts a spell, it gains a chance to restore a percentage of its mana pool.  Outworld Devourer also passively gains a bonus to its base mana pool.  Several skills with no cooldown and toggled spells cannot trigger Essence Aura."
5684,obsidian_destroyer_equilibrium,"['No Target', 'Instant Cast']",Causes any spell damage you deal to slow enemies and restore mana based on how much damage was dealt.
5394,obsidian_destroyer_sanity_eclipse,"['Point Target', 'AOE']","Unleashes a psychic blast that removes 40% of the mana from affected heroes, while also damaging them based on the difference between the affected hero's Intelligence and Outworld Devourer's. If an enemy hero has the same or higher Intelligence than Outworld Devourer, Sanity's Eclipse will not cause damage. Sanity's Eclipse can hit units trapped by Astral Imprisonment."
5395,lycan_summon_wolves,['No Target'],"Summons two wolves to fight for Lycan.  Level 3-4 wolves have Cripple, and level 4 wolves have permanent invisibility."
5396,lycan_howl,['No Target'],"Grants bonus attack speed, armor, and health regen to Lycan, all allied heroes and all units under their control."
5397,lycan_feral_impulse,['Passive'],Increases the HP regeneration and damage of Lycan and all units under his control.
5398,lycan_shapeshift,['No Target'],"Lycan assumes his lupine form, granting him and his units critical strikes and added vision at night. During Shapeshift, Lycan and all units under his control move at increased speed, cannot be slowed and have a 40% chance to deal a critical strike doing 150,175,200% damage."
5399,lycan_summon_wolves_critical_strike,['Passive'],"Gives 20% to cripple the target, causing 8 damage per second and lose 60 Attack Speed for 4 seconds."
5500,lycan_summon_wolves_invisibility,['Passive'],Permanently invisible when not attacking.
5412,lone_druid_spirit_bear,['No Target'],"Summons a powerful Spirit Bear companion that can equip items.  If the bear moves 1100 distance away from the Lone Druid, it cannot attack.  Lone Druid suffers 10% of his max health as backlash damage if the Spirit Bear dies.  As the bear increases in levels, it can learn the Return, Entangling Claws, and Demolish abilities.  Spirit Bear does not benefit from attributes.

Upgradable by Aghanim's Scepter."
5413,lone_druid_rabid,"['No Target', 'Instant Cast']",Increases the attack and movement speed of Lone Druid and the Spirit Bear.
7309,lone_druid_spirit_link,"['No Target', 'Instant Cast']","Links Lone Druid and the Spirit Bear, increasing the attack speed of both and causing damage each one deals to heal the other."
5414,lone_druid_savage_roar,['No Target'],Lone Druid roars fiercely causing nearby enemies to flee towards their base in terror. Their movement speed is increased by 20%.
5687,lone_druid_savage_roar_bear,"['No Target', 'Hidden']",Spirit Bear roars fiercely causing nearby enemies to flee towards their base in terror. Their movement speed is increased by 20%.
5415,lone_druid_true_form,['No Target'],"Lone Druid learns to morph himself into a raging bear, losing his ranged advantage and some base movement speed, but gaining melee power as well as the Battle Cry ability.  He can morph freely between druid and bear form.

Upgradable by Aghanim's Scepter."
5416,lone_druid_true_form_druid,"['No Target', 'Hidden', None]","Return to Druid form.

Upgradable by Aghanim's Scepter."
5417,lone_druid_true_form_battle_cry,"['No Target', None, 'Hidden', None, None]",Adds attack damage and armor to the Lone Druid as well as any nearby units under his control.
5418,lone_druid_spirit_bear_return,['No Target'],Immediately teleports the Spirit Bear back to the Lone Druid.  The Spirit Bear cannot teleport if it has taken damage from a player unit in the last 3 seconds.
5419,lone_druid_spirit_bear_entangle,['Passive'],"Attacks have a chance to cause roots to burst from the ground, immobilizing the attacked enemy unit, and dealing damage per second."
7308,lone_druid_spirit_bear_defender,['Passive'],Spirit Bear absorbs 30% of the damage dealt to Lone Druid.
5420,lone_druid_spirit_bear_demolish,['Passive'],"Increases the power of the Spirit Bear, causing it to deal more damage to buildings and have additional spell resistance."
5400,brewmaster_thunder_clap,['No Target'],"Slams the ground, dealing damage and slowing the movement speed and attack rate of nearby enemy land units."
5401,brewmaster_drunken_haze,['Unit Target'],"Drenches a target in alcohol, causing their movement speed to be reduced, and causing their attacks to have a chance to miss."
7310,brewmaster_cinder_brew,"['Point Target', 'AOE']","Drenches an area in alcohol, causing enemy units to have a chance to attack themselves, and combust whenever spell damage over 80 is dealt. Duration is refreshed when ignited."
5402,brewmaster_drunken_brawler,"['No Target', 'Instant Cast']","Goes into a drunken brawler state, granting you a chance to avoid attacks and to deal critical damage. Moves with a varying amount of movement speed, alternating between -20% slower and 40% faster. Lasts 5 seconds."
5403,brewmaster_primal_split,['No Target'],"Splits Brewmaster into elements, forming 3 specialized warriors, adept at survival. If any of them survive until the end of their summoned timer, the Brewmaster is reborn.

Upgradable by Aghanim's Scepter."
5404,brewmaster_earth_hurl_boulder,['Unit Target'],"Throws a boulder at a unit, doing damage and stunning it."
5405,brewmaster_earth_spell_immunity,['Passive'],Immune to spells.
5406,brewmaster_earth_pulverize,['Passive'],Deals bonus damage to buildings.
5408,brewmaster_storm_dispel_magic,"['AOE', 'Point Target']","Damages summoned units in an area and purges most buffs or debuffs.

DISPEL TYPE: Basic Dispel"
5409,brewmaster_storm_cyclone,['Unit Target'],"Encloses a unit in a tornado, removing it from the battlefield."
5410,brewmaster_storm_wind_walk,"['No Target', 'Instant Cast']",Provides temporary invisibility.  Bonus movement speed and attack damage when invisible.
5411,brewmaster_fire_permanent_immolation,['Passive'],Burns nearby enemy units.
5421,shadow_demon_disruption,['Unit Target'],"Banishes the targeted unit from the battlefield for a short duration.  Upon returning, two illusions of the banished unit are created under Shadow Demon's control."
5422,shadow_demon_soul_catcher,"['AOE', 'Point Target']","Captures the soul of enemy units in an area, causing them to lose a percentage of their current health. When the debuff is removed, the units gain half of the lost health back. Units under the effect of Disruption can still be affected by Soul Catcher."
5423,shadow_demon_shadow_poison,"['AOE', 'Point Target']","Deals damage in a line, and afflicts enemy units with a poison effect. The poison deals 1/2/4/8/16 times the stack damage based on the number of stacks on the target, up to 5 stacks. Additional stacks cause 50 damage each.  This deferred damage is dealt when Shadow Poison's duration is expired, or the Release sub-ability is used."
5424,shadow_demon_shadow_poison_release,"['No Target', None]",Releases the poison to do damage on all affected enemies. Units under the effect of Disruption can still be affected by Shadow Poison.
5425,shadow_demon_demonic_purge,['Unit Target'],"Purges the target enemy unit, removing positive buffs, and slowing the target for the duration.  The unit slowly regains its speed until the end of the duration, upon which damage is dealt.  Units under the effect of Disruption can still be affected by Demonic Purge.

Upgradable by Aghanim's Scepter.

DISPEL TYPE: Basic Dispel"
5426,chaos_knight_chaos_bolt,['Unit Target'],Throws a mysterious bolt of energy at the target unit. It stuns for a random duration and deals random damage.
